timestamp,flightId,fid,airline,airport,airportCode,direction,scheduled,estimated,status,passengerOrCargo,typeOfFlight,terminalId,gateNumber,fstandPosition,chkinRange,codeshare,aircraftSubtype,aircraftRegNo
2025-07-16 18:14:56,GS7994,2025071000000006762601,천진항공,톈진,TSN,출발,202507161305,202507161339,출발,Passenger,I,P01,37,37,F13-F16,Master,E95,B3143
2025-07-16 18:14:56,RS713,2025071000000006762463,에어서울,오사카/ 간사이,KIX,출발,202507161315,202507161347,출발,Passenger,I,P02,110,110,D01-D10,Master,321,HL8255
2025-07-16 18:14:56,CZ688,2025071000000006762485,중국남방항공,창춘,CGQ,출발,202507161320,202507161349,출발,Passenger,I,P02,132,132,E19-E36,Master,320,B6946
2025-07-16 18:14:56,7C1105,2025071000000006762899,제주항공,도쿄/나리타,NRT,출발,202507161320,202507161339,출발,Passenger,I,P01,22,22,L13-L36,Master,738,HL7213
2025-07-16 18:14:56,H19804,2025071000000006763945,한 에어,도쿄/나리타,NRT,출발,202507161320,202507161339,출발,Passenger,I,P01,22,22,L13-L36,Slave,738,HL7213
2025-07-16 18:14:56,KE931,2025071000000006762979,대한항공,로마,FCO,출발,202507161320,202507161346,출발,Passenger,I,P03,256,256,A B C D F,Master,781,HL8535
2025-07-16 18:14:56,AZ7687,2025071000000006764044,ITA항공,로마,FCO,출발,202507161320,202507161346,출발,Passenger,I,P03,256,256,A B C D F,Slave,781,HL8535
2025-07-16 18:14:56,RS745,2025071000000006762457,에어서울,요나고,YGJ,출발,202507161325,202507161402,출발,Passenger,I,P01,20,20,D01-D10,Master,321,HL7790
2025-07-16 18:14:56,KE135,2025071000000006762640,대한항공,허페이,HFE,출발,202507161325,202507161412,출발,Passenger,I,P03,238,238,A B C D F,Master,7M8,HL8350
2025-07-16 18:14:56,KE951,2025071400000006774199,대한항공,두바이,DXB,출발,202507161325,202507161356,출발,Passenger,I,P03,241,241,A B C D F,Master,333,HL8027
2025-07-16 18:14:56,EK3483,2025071400000006774200,에미레이트항공,두바이,DXB,출발,202507161325,202507161356,출발,Passenger,I,P03,241,241,A B C D F,Slave,333,HL8027
2025-07-16 18:14:56,SV6612,2025071400000006774201,사우디아항공,두바이,DXB,출발,202507161325,202507161356,출발,Passenger,I,P03,241,241,A B C D F,Slave,333,HL8027
2025-07-16 18:14:56,KE175,2025071000000006762885,대한항공,홍콩,HKG,출발,202507161325,202507161357,출발,Passenger,I,P03,248,248,A B C D F,Master,738,HL8241
2025-07-16 18:14:56,DL7909,2025071000000006764189,델타항공,홍콩,HKG,출발,202507161325,202507161357,출발,Passenger,I,P03,248,248,A B C D F,Slave,738,HL8241
2025-07-16 18:14:56,7C1801,2025071000000006762898,제주항공,오키나와,OKA,출발,202507161330,202507161411,출발,Passenger,I,P02,112,112,L13-L36,Master,738,HL8087
2025-07-16 18:14:56,H19843,2025071000000006763958,한 에어,오키나와,OKA,출발,202507161330,202507161411,출발,Passenger,I,P02,112,112,L13-L36,Slave,738,HL8087
2025-07-16 18:14:56,MF872,2025071000000006762963,샤먼항공,샤먼,XMN,출발,202507161330,202507161407,출발,Passenger,I,P03,247,247,J22-J27,Master,738,B5655
2025-07-16 18:14:56,KE5887,2025071000000006764053,대한항공,샤먼,XMN,출발,202507161330,202507161407,출발,Passenger,I,P03,247,247,J22-J27,Slave,738,B5655
2025-07-16 18:14:56,NQ122,2025071000000006762519,에어재팬,도쿄/나리타,NRT,출발,202507161335,202507161406,출발,Passenger,I,P02,109,109,D19-D25,Master,788,JA801A
2025-07-16 18:14:56,KE955,2025071000000006762389,대한항공,이스탄불,IST,출발,202507161340,202507161400,출발,Passenger,I,P03,231,231,A B C D F,Master,789,HL8390
2025-07-16 18:14:56,KE927,2025071000000006762874,대한항공,밀라노,MXP,출발,202507161340,202507161401,출발,Passenger,I,P03,242,242,A B C D F,Master,789,HL8391
2025-07-16 18:14:56,AZ7685,2025071000000006764043,ITA항공,밀라노,MXP,출발,202507161340,202507161401,출발,Passenger,I,P03,242,242,A B C D F,Slave,789,HL8391
2025-07-16 18:14:56,CX439,2025071000000006763132,캐세이퍼시픽항공,홍콩,HKG,출발,202507161340,202507161416,출발,Passenger,I,P01,47,47,K01-K10,Master,32Q,BHPD
2025-07-16 18:14:56,QR5829,2025071000000006763907,카타르항공,홍콩,HKG,출발,202507161340,202507161416,출발,Passenger,I,P01,47,47,K01-K10,Slave,32Q,BHPD
2025-07-16 18:14:56,QF8232,2025071000000006763908,콴타스항공,홍콩,HKG,출발,202507161340,202507161416,출발,Passenger,I,P01,47,47,K01-K10,Slave,32Q,BHPD
2025-07-16 18:14:56,7C1387,2025071000000006762573,제주항공,오사카/ 간사이,KIX,출발,202507161345,202507161405,출발,Passenger,I,P01,11,11,L13-L36,Master,738,HL8034
2025-07-16 18:14:56,KE789,2025071000000006763247,대한항공,후쿠오카,FUK,출발,202507161345,202507161419,출발,Passenger,I,P03,233,233,A B C D F,Master,359,HL8598
2025-07-16 18:14:56,DL7799,2025071000000006764360,델타항공,후쿠오카,FUK,출발,202507161345,202507161419,출발,Passenger,I,P03,233,233,A B C D F,Slave,359,HL8598
2025-07-16 18:14:56,JL5222,2025071000000006764361,일본항공,후쿠오카,FUK,출발,202507161345,202507161419,출발,Passenger,I,P03,233,233,A B C D F,Slave,359,HL8598
2025-07-16 18:14:56,KL9841,2025071000000006764362,KLM네덜란드항공,후쿠오카,FUK,출발,202507161345,202507161419,출발,Passenger,I,P03,233,233,A B C D F,Slave,359,HL8598
2025-07-16 18:14:56,BR153,2025071000000006763021,에바항공,타이베이,TPE,출발,202507161345,202507161417,출발,Passenger,I,P01,38,38,E01-E07,Master,321,B16213
2025-07-16 18:14:56,OZ6869,2025071000000006764394,아시아나항공,타이베이,TPE,출발,202507161345,202507161417,출발,Passenger,I,P01,38,38,E01-E07,Slave,321,B16213
2025-07-16 18:14:56,LJ861,2025071000000006762567,진에어,칭다오,TAO,출발,202507161350,202507161415,출발,Passenger,I,P03,265,265,G17-H20,Master,738,HL7562
2025-07-16 18:14:56,TW669,2025071000000006762408,티웨이항공,타이중/칭촨강,RMQ,출발,202507161355,202507161432,출발,Passenger,I,P02,104,104,F19-G14,Master,738,HL8327
2025-07-16 18:14:56,OZ365,2025071000000006763005,아시아나항공,상하이/푸동,PVG,출발,202507161400,202507161427,출발,Passenger,I,P01,23,23,A03-C34,Master,32Q,HL8582
2025-07-16 18:14:56,HO3107,2025071000000006764348,길상항공,상하이/푸동,PVG,출발,202507161400,202507161427,출발,Passenger,I,P01,23,23,A03-C34,Slave,32Q,HL8582
2025-07-16 18:14:56,SC4612,2025071000000006763145,산동항공,칭다오,TAO,출발,202507161400,202507161417,출발,Passenger,I,P01,45,45,N07-N15,Master,738,B5629
2025-07-16 18:14:56,CA8856,2025071000000006763871,중국국제항공,칭다오,TAO,출발,202507161400,202507161417,출발,Passenger,I,P01,45,45,N07-N15,Slave,738,B5629
2025-07-16 18:14:56,OZ6711,2025071000000006763872,아시아나항공,칭다오,TAO,출발,202507161400,202507161417,출발,Passenger,I,P01,45,45,N07-N15,Slave,738,B5629
2025-07-16 18:14:56,OZ114,2025071000000006763121,아시아나항공,오사카/ 간사이,KIX,출발,202507161405,202507161427,출발,Passenger,I,P01,18,18,A03-C34,Master,32Q,HL8510
2025-07-16 18:14:56,EY8449,2025071000000006764078,에티하드 항공,오사카/ 간사이,KIX,출발,202507161405,202507161427,출발,Passenger,I,P01,18,18,A03-C34,Slave,32Q,HL8510
2025-07-16 18:14:56,NH6954,2025071000000006764079,전일본공수,오사카/ 간사이,KIX,출발,202507161405,202507161427,출발,Passenger,I,P01,18,18,A03-C34,Slave,32Q,HL8510
2025-07-16 18:14:56,ZE623,2025071100000006767026,이스타항공,삿포로,CTS,출발,202507161410,202507161442,출발,Passenger,I,P02,118,118,H24-J25,Master,738,HL8549
2025-07-16 18:14:56,CA440,2025071000000006763153,중국국제항공,충칭,CKG,출발,202507161410,202507161412,출발,Passenger,I,P01,31,31,M19-M36,Master,7M8,B1178
2025-07-16 18:14:56,OZ6847,2025071000000006763998,아시아나항공,충칭,CKG,출발,202507161410,202507161412,출발,Passenger,I,P01,31,31,M19-M36,Slave,7M8,B1178
2025-07-16 18:14:56,SC128,2025071000000006763999,산동항공,충칭,CKG,출발,202507161410,202507161412,출발,Passenger,I,P01,31,31,M19-M36,Slave,7M8,B1178
2025-07-16 18:14:56,MU5022,2025071000000006763126,중국동방항공,시안,XIY,출발,202507161415,202507161446,출발,Passenger,I,P02,125,125,J01-J18,Master,32N,B30FN
2025-07-16 18:14:56,KE5871,2025071000000006763923,대한항공,시안,XIY,출발,202507161415,202507161446,출발,Passenger,I,P02,125,125,J01-J18,Slave,32N,B30FN
2025-07-16 18:14:56,FM3082,2025071000000006763922,상하이항공,시안,XIY,출발,202507161415,202507161446,출발,Passenger,I,P02,125,125,J01-J18,Slave,32N,B30FN
2025-07-16 18:14:56,MU2018,2025071000000006762957,중국동방항공,웨이하이,WEH,출발,202507161415,202507161417,출발,Passenger,I,P02,126,126,J01-J18,Master,320,B9973
2025-07-16 18:14:56,KE5849,2025071000000006763916,대한항공,웨이하이,WEH,출발,202507161415,202507161417,출발,Passenger,I,P02,126,126,J01-J18,Slave,320,B9973
2025-07-16 18:14:56,NX821,2025071000000006763011,에어마카오,마카오,MFM,출발,202507161415,202507161435,출발,Passenger,I,P01,41,41,N01-N05,Master,320,BMCF
2025-07-16 18:14:56,OZ6867,2025071000000006764367,아시아나항공,마카오,MFM,출발,202507161415,202507161435,출발,Passenger,I,P01,41,41,N01-N05,Slave,320,BMCF
2025-07-16 18:14:56,OZ713,2025071000000006762920,아시아나항공,타이베이,TPE,출발,202507161420,202507161446,출발,Passenger,I,P01,21,21,A03-C34,Master,333,HL7740
2025-07-16 18:14:56,BR2149,2025071000000006764146,에바항공,타이베이,TPE,출발,202507161420,202507161446,출발,Passenger,I,P01,21,21,A03-C34,Slave,333,HL7740
2025-07-16 18:14:56,CA144,2025071000000006762951,중국국제항공,옌지(연길),YNJ,출발,202507161420,202507161434,출발,Passenger,I,P01,36,36,M19-M36,Master,738,B7180
2025-07-16 18:14:56,OZ6825,2025071000000006763866,아시아나항공,옌지(연길),YNJ,출발,202507161420,202507161434,출발,Passenger,I,P01,36,36,M19-M36,Slave,738,B7180
2025-07-16 18:14:56,RS723,2025071000000006762600,에어서울,후쿠오카,FUK,출발,202507161425,202507161454,출발,Passenger,I,P02,111,111,D01-D10,Master,321,HL8072
2025-07-16 18:14:56,CA740,2025071000000006762496,중국국제항공,원저우,WNZ,출발,202507161425,202507161458,출발,Passenger,I,P01,28,28,M19-M36,Master,320,B8582
2025-07-16 18:14:56,CA140,2025071000000006763124,중국국제항공,항저우,HGH,출발,202507161345,202507161451,출발,Passenger,I,P01,43,43,M19-M36,Master,321,B6883
2025-07-16 18:14:56,OZ6827,2025071000000006763864,아시아나항공,항저우,HGH,출발,202507161345,202507161451,출발,Passenger,I,P01,43,43,M19-M36,Slave,321,B6883
2025-07-16 18:14:56,SC126,2025071000000006763865,산동항공,항저우,HGH,출발,202507161345,202507161451,출발,Passenger,I,P01,43,43,M19-M36,Slave,321,B6883
2025-07-16 18:14:56,MU5062,2025071000000006763130,중국동방항공,상하이/푸동,PVG,출발,202507161430,202507161501,출발,Passenger,I,P02,131,131,J01-J18,Master,32N,B32EN
2025-07-16 18:14:56,FM3074,2025071000000006763925,상하이항공,상하이/푸동,PVG,출발,202507161430,202507161501,출발,Passenger,I,P02,131,131,J01-J18,Slave,32N,B32EN
2025-07-16 18:14:56,KE5863,2025071000000006763926,대한항공,상하이/푸동,PVG,출발,202507161430,202507161501,출발,Passenger,I,P02,131,131,J01-J18,Slave,32N,B32EN
2025-07-16 18:14:56,CZ6074,2025071000000006762489,중국남방항공,옌지(연길),YNJ,출발,202507161435,202507161511,출발,Passenger,I,P02,129,129,E19-E36,Master,320,B6909
2025-07-16 18:14:56,OZ202,2025071000000006763289,아시아나항공,로스앤젤레스,LAX,출발,202507161440,202507161519,출발,Passenger,I,P01,10,10,A03-C34,Master,388,HL7634
2025-07-16 18:14:56,CM8000,2025071000000006764408,코파항공,로스앤젤레스,LAX,출발,202507161440,202507161519,출발,Passenger,I,P01,10,10,A03-C34,Slave,388,HL7634
2025-07-16 18:14:56,SQ5702,2025071000000006764409,싱가포르항공,로스앤젤레스,LAX,출발,202507161440,202507161519,출발,Passenger,I,P01,10,10,A03-C34,Slave,388,HL7634
2025-07-16 18:14:56,TG6737,2025071000000006764410,타이항공,로스앤젤레스,LAX,출발,202507161440,202507161519,출발,Passenger,I,P01,10,10,A03-C34,Slave,388,HL7634
2025-07-16 18:14:56,UA7285,2025071000000006764411,유나이티드항공,로스앤젤레스,LAX,출발,202507161440,202507161519,출발,Passenger,I,P01,10,10,A03-C34,Slave,388,HL7634
2025-07-16 18:14:56,ZH634,2025071000000006763137,심천항공,선전,SZX,출발,202507161440,202507161503,출발,Passenger,I,P01,34,34,M01-M07,Master,738,B1941
2025-07-16 18:14:56,CA3844,2025071000000006763860,중국국제항공,선전,SZX,출발,202507161440,202507161503,출발,Passenger,I,P01,34,34,M01-M07,Slave,738,B1941
2025-07-16 18:14:56,OZ6883,2025071000000006763861,아시아나항공,선전,SZX,출발,202507161440,202507161503,출발,Passenger,I,P01,34,34,M01-M07,Slave,738,B1941
2025-07-16 18:14:56,KE643,2025071000000006763103,대한항공,싱가포르,SIN,출발,202507161445,202507161455,출발,Passenger,I,P03,252,252,A B C D F,Master,77W,HL8274
2025-07-16 18:14:56,DL7819,2025071000000006764219,델타항공,싱가포르,SIN,출발,202507161445,202507161455,출발,Passenger,I,P03,252,252,A B C D F,Slave,77W,HL8274
2025-07-16 18:14:56,WS6033,2025071000000006764220,웨스트젯,싱가포르,SIN,출발,202507161445,202507161455,출발,Passenger,I,P03,252,252,A B C D F,Slave,77W,HL8274
2025-07-16 18:14:56,LJ209,2025071000000006762668,진에어,도쿄/나리타,NRT,출발,202507161445,202507161522,출발,Passenger,I,P03,257,257,G17-H20,Master,738,HL8014
2025-07-16 18:14:56,OM302,2025071000000006762965,몽골항공,신 울란바토르,UBN,출발,202507161420,202507161527,출발,Passenger,I,P01,32,32,K19-K25,Master,789,EIUBN
2025-07-16 18:14:56,KE5867,2025071000000006764047,대한항공,신 울란바토르,UBN,출발,202507161420,202507161527,출발,Passenger,I,P01,32,32,K19-K25,Slave,789,EIUBN
2025-07-16 18:14:56,TR853,2025071000000006762666,스쿠트 항공,싱가포르,SIN,출발,202507161130,202507161513,출발,Passenger,I,P02,108,108,H01-H08,Master,788,9VOFL
2025-07-16 18:14:56,CZ3090,2025071000000006762487,중국남방항공,선전,SZX,출발,202507161450,202507161516,출발,Passenger,I,P02,127,127,E19-E36,Master,32N,B30DG
2025-07-16 18:14:56,OZ379,2025071000000006762540,아시아나항공,창춘,CGQ,출발,202507161450,202507161514,출발,Passenger,I,P01,24,24,A03-C34,Master,32Q,HL8534
2025-07-16 18:14:56,ZH628,2025071000000006763159,심천항공,우시,WUX,출발,202507161450,202507161517,출발,Passenger,I,P01,27,27,M01-M07,Master,738,B5670
2025-07-16 18:14:56,CA3828,2025071000000006764296,중국국제항공,우시,WUX,출발,202507161450,202507161517,출발,Passenger,I,P01,27,27,M01-M07,Slave,738,B5670
2025-07-16 18:14:56,OZ6897,2025071000000006764297,아시아나항공,우시,WUX,출발,202507161450,202507161517,출발,Passenger,I,P01,27,27,M01-M07,Slave,738,B5670
2025-07-16 18:14:56,HX629,2025071000000006762995,홍콩항공,홍콩,HKG,출발,202507161450,202507161514,출발,Passenger,I,P01,42,42,M11-M16,Master,321,BLPR
2025-07-16 18:14:56,OZ9293,2025071000000006764282,아시아나항공,홍콩,HKG,출발,202507161450,202507161514,출발,Passenger,I,P01,42,42,M11-M16,Slave,321,BLPR
2025-07-16 18:14:56,OZ761,2025071000000006762473,아시아나항공,자카르타/수카르노하타,CGK,출발,202507161455,202507161528,출발,Passenger,I,P01,14,14,A03-C34,Master,359,HL8079
2025-07-16 18:14:56,KE725,2025071000000006763218,대한항공,오사카/ 간사이,KIX,출발,202507161455,202507161535,출발,Passenger,I,P03,236,236R,A B C D F,Master,333,HL8003
2025-07-16 18:14:56,DL7787,2025071000000006764252,델타항공,오사카/ 간사이,KIX,출발,202507161455,202507161535,출발,Passenger,I,P03,236,236R,A B C D F,Slave,333,HL8003
2025-07-16 18:14:56,OM6705,2025071000000006764253,몽골항공,오사카/ 간사이,KIX,출발,202507161455,202507161535,출발,Passenger,I,P03,236,236R,A B C D F,Slave,333,HL8003
2025-07-16 18:14:56,JL5212,2025071000000006764254,일본항공,오사카/ 간사이,KIX,출발,202507161455,202507161535,출발,Passenger,I,P03,236,236R,A B C D F,Slave,333,HL8003
2025-07-16 18:14:56,CA402,2025071000000006762949,중국국제항공,청두/톈푸,TFU,출발,202507161455,202507161515,출발,Passenger,I,P01,33,33,M19-M36,Master,321,B6382
2025-07-16 18:14:56,OZ6831,2025071000000006763867,아시아나항공,청두/톈푸,TFU,출발,202507161455,202507161515,출발,Passenger,I,P01,33,33,M19-M36,Slave,321,B6382
2025-07-16 18:14:56,TW245,2025071000000006762403,티웨이항공,도쿄/나리타,NRT,출발,202507161500,202507161541,출발,Passenger,I,P02,102,102,F19-G14,Master,738,HL8379
2025-07-16 18:14:56,TW205,2025071000000006762597,티웨이항공,후쿠오카,FUK,출발,202507161500,202507161535,출발,Passenger,I,P02,105,105,F19-G14,Master,738,HL8354
2025-07-16 18:14:56,KE017,2025071000000006763244,대한항공,로스앤젤레스,LAX,출발,202507161430,202507161538,출발,Passenger,I,P03,232,232,A B C D F,Master,388,HL7628
2025-07-16 18:14:56,AM6702,2025071000000006764307,아에로멕시코,로스앤젤레스,LAX,출발,202507161430,202507161538,출발,Passenger,I,P03,232,232,A B C D F,Slave,388,HL7628
2025-07-16 18:14:56,DL7835,2025071000000006764308,델타항공,로스앤젤레스,LAX,출발,202507161430,202507161538,출발,Passenger,I,P03,232,232,A B C D F,Slave,388,HL7628
2025-07-16 18:14:56,LA8428,2025071000000006764309,란항공,로스앤젤레스,LAX,출발,202507161430,202507161538,출발,Passenger,I,P03,232,232,A B C D F,Slave,388,HL7628
2025-07-16 18:14:56,7C1107,2025071000000006762901,제주항공,도쿄/나리타,NRT,출발,202507161505,202507161547,출발,Passenger,I,P02,114,114,L13-L36,Master,738,HL8333
2025-07-16 18:14:56,H19905,2025071000000006763946,한 에어,도쿄/나리타,NRT,출발,202507161505,202507161547,출발,Passenger,I,P02,114,114,L13-L36,Slave,738,HL8333
2025-07-16 18:14:56,LJ359,2025071000000006762564,진에어,다카마쓰,TAK,출발,202507161430,202507161507,출발,Passenger,I,P03,254,254,G17-H20,Master,7M8,HL7216
2025-07-16 18:14:56,7C1603,2025071000000006762895,제주항공,시즈오카,FSZ,출발,202507161510,202507161602,출발,Passenger,I,P02,110,110,L13-L36,Master,738,HL8305
2025-07-16 18:14:56,H19929,2025071000000006763955,한 에어,시즈오카,FSZ,출발,202507161510,202507161602,출발,Passenger,I,P02,110,110,L13-L36,Slave,738,HL8305
2025-07-16 18:14:56,ZE603,2025071100000006766988,이스타항공,도쿄/나리타,NRT,출발,202507161510,202507161552,출발,Passenger,I,P02,115,115,H24-J25,Master,738,HL8375
2025-07-16 18:14:56,ZE643,2025071100000006767002,이스타항공,후쿠오카,FUK,출발,202507161440,202507161605,출발,Passenger,I,P02,124,124,H24-J25,Master,7M8,HL8599
2025-07-16 18:14:56,KE627,2025071000000006763165,대한항공,자카르타/수카르노하타,CGK,출발,202507161510,202507161538,출발,Passenger,I,P03,268,268,A B C D F,Master,789,HL8084
2025-07-16 18:14:56,DL7913,2025071000000006764340,델타항공,자카르타/수카르노하타,CGK,출발,202507161510,202507161538,출발,Passenger,I,P03,268,268,A B C D F,Slave,789,HL8084
2025-07-16 18:14:56,GA9727,2025071000000006764341,가루다인도네시아,자카르타/수카르노하타,CGK,출발,202507161510,202507161538,출발,Passenger,I,P03,268,268,A B C D F,Slave,789,HL8084
2025-07-16 18:14:56,CX411,2025071000000006763233,캐세이퍼시픽항공,홍콩,HKG,출발,202507161510,202507161607,출발,Passenger,I,P01,40,40,K01-K10,Master,773,BHNM
2025-07-16 18:14:56,AA8894,2025071000000006763899,아메리칸항공,홍콩,HKG,출발,202507161510,202507161607,출발,Passenger,I,P01,40,40,K01-K10,Slave,773,BHNM
2025-07-16 18:14:56,QR3499,2025071000000006763900,카타르항공,홍콩,HKG,출발,202507161510,202507161607,출발,Passenger,I,P01,40,40,K01-K10,Slave,773,BHNM
2025-07-16 18:14:56,QF8224,2025071000000006763901,콴타스항공,홍콩,HKG,출발,202507161510,202507161607,출발,Passenger,I,P01,40,40,K01-K10,Slave,773,BHNM
2025-07-16 18:14:56,ZE613,2025071100000006767076,이스타항공,오사카/ 간사이,KIX,출발,202507161515,202507161624,출발,Passenger,I,P02,119,119,H24-J25,Master,7M8,HL8544
2025-07-16 18:14:56,CZ338,2025071000000006762937,중국남방항공,광저우,CAN,출발,202507161515,202507161542,출발,Passenger,I,P02,121,121,E19-E36,Master,32N,B32JL
2025-07-16 18:14:56,3U7032,2025071000000006763941,사천항공,광저우,CAN,출발,202507161515,202507161542,출발,Passenger,I,P02,121,121,E19-E36,Slave,32N,B32JL
2025-07-16 18:14:56,KE189,2025071000000006762385,대한항공,타이중/칭촨강,RMQ,출발,202507161515,202507161547,출발,Passenger,I,P03,260,260,A B C D F,Master,32Q,HL8506
2025-07-16 18:14:56,MM708,2025071000000006762478,피치항공,오사카/ 간사이,KIX,출발,202507161520,202507161633,출발,Passenger,I,P02,112,112,K12-K16,Master,32N,JA212P
2025-07-16 18:14:56,LJ303,2025071000000006762494,진에어,삿포로,CTS,출발,202507161520,202507161628,출발,Passenger,I,P03,264,264,G17-H20,Master,772,HL7733
2025-07-16 18:14:56,RS715,2025071000000006762454,에어서울,오사카/ 간사이,KIX,출발,202507161520,202507161606,출발,Passenger,I,P01,48,48,D01-D10,Master,321,HL7789
2025-07-16 18:14:56,BX176,2025071000000006762623,에어부산,오사카/ 간사이,KIX,출발,202507161525,202507161614,출발,Passenger,I,P02,117,117,K26-K35,Master,32Q,HL8504
2025-07-16 18:14:56,CA132,2025071000000006762551,중국국제항공,베이징/다싱,PKX,출발,202507161530,202507161611,출발,Passenger,I,P01,35,35,M19-M36,Master,738,B5397
2025-07-16 18:14:56,SC4614,2025071000000006763146,산동항공,칭다오,TAO,출발,202507161530,202507161618,출발,Passenger,I,P01,37,37,N07-N15,Master,738,B5785
2025-07-16 18:14:56,CA8892,2025071000000006763873,중국국제항공,칭다오,TAO,출발,202507161530,202507161618,출발,Passenger,I,P01,37,37,N07-N15,Slave,738,B5785
2025-07-16 18:14:56,OZ6715,2025071000000006763874,아시아나항공,칭다오,TAO,출발,202507161530,202507161618,출발,Passenger,I,P01,37,37,N07-N15,Slave,738,B5785
2025-07-16 18:14:56,7C1203,2025071000000006763002,제주항공,나고야,NGO,출발,202507161500,202507161615,출발,Passenger,I,P01,50,50,L13-L36,Master,738,HL8062
2025-07-16 18:14:56,H19816,2025071000000006764343,한 에어,나고야,NGO,출발,202507161500,202507161615,출발,Passenger,I,P01,50,50,L13-L36,Slave,738,HL8062
2025-07-16 18:14:56,7C2711,2025071000000006762910,제주항공,덴파사르,DPS,출발,202507161540,202507161623,출발,Passenger,I,P02,101,101,L13-L36,Master,7M8,HL8553
2025-07-16 18:14:56,H19950,2025071000000006763967,한 에어,덴파사르,DPS,출발,202507161540,202507161623,출발,Passenger,I,P02,101,101,L13-L36,Slave,7M8,HL8553
2025-07-16 18:14:56,TW161,2025071000000006762621,티웨이항공,싱가포르,SIN,출발,202507161540,202507161555,출발,Passenger,I,P02,109,109,F19-G14,Master,333,HL8560
2025-07-16 18:14:56,MU892,2025071000000006762960,중국동방항공,옌지(연길),YNJ,출발,202507161540,202507161709,출발,Passenger,I,P02,132,132,J01-J18,Master,320,B8557
2025-07-16 18:14:56,KE5873,2025071000000006763931,대한항공,옌지(연길),YNJ,출발,202507161540,202507161709,출발,Passenger,I,P02,132,132,J01-J18,Slave,320,B8557
2025-07-16 18:14:56,OZ106,2025071000000006763283,아시아나항공,도쿄/나리타,NRT,출발,202507161545,202507161636,출발,Passenger,I,P01,7,7,A03-C34,Master,333,HL8286
2025-07-16 18:14:56,EY8454,2025071000000006764069,에티하드 항공,도쿄/나리타,NRT,출발,202507161545,202507161636,출발,Passenger,I,P01,7,7,A03-C34,Slave,333,HL8286
2025-07-16 18:14:56,NH6976,2025071000000006764070,전일본공수,도쿄/나리타,NRT,출발,202507161545,202507161636,출발,Passenger,I,P01,7,7,A03-C34,Slave,333,HL8286
2025-07-16 18:14:56,NZ4056,2025071000000006764071,에어 뉴질랜드,도쿄/나리타,NRT,출발,202507161545,202507161636,출발,Passenger,I,P01,7,7,A03-C34,Slave,333,HL8286
2025-07-16 18:14:56,UA7322,2025071000000006764072,유나이티드항공,도쿄/나리타,NRT,출발,202507161545,202507161636,출발,Passenger,I,P01,7,7,A03-C34,Slave,333,HL8286
2025-07-16 18:14:56,MU2074,2025071000000006762509,중국동방항공,베이징/다싱,PKX,출발,202507161550,202507161630,출발,Passenger,I,P02,130,130,J01-J18,Master,321,B8977
2025-07-16 18:14:56,KE733,2025071000000006762433,대한항공,고베공항,UKB,출발,202507161550,202507161636,출발,Passenger,I,P03,245,245,A B C D F,Master,32Q,HL8556
2025-07-16 18:14:56,BX166,2025071000000006762574,에어부산,도쿄/나리타,NRT,출발,202507161550,202507161654,출발,Passenger,I,P01,47,47,K26-K35,Master,321,HL8099
2025-07-16 18:14:56,TW305,2025071000000006762572,티웨이항공,오사카/ 간사이,KIX,출발,202507161555,202507161652,출발,Passenger,I,P02,122,122,F19-G14,Master,738,HL8030
2025-07-16 18:14:56,MU268,2025071000000006762955,중국동방항공,옌타이,YNT,출발,202507161555,202507161637,출발,Passenger,I,P02,128,128,J01-J18,Master,320,B6558
2025-07-16 18:14:56,KE5851,2025071000000006763921,대한항공,옌타이,YNT,출발,202507161555,202507161637,출발,Passenger,I,P02,128,128,J01-J18,Slave,320,B6558
2025-07-16 18:14:56,OZ124,2025071000000006763226,아시아나항공,나고야,NGO,출발,202507161600,202507161640,출발,Passenger,I,P01,17,17,A03-C34,Master,32Q,HL8399
2025-07-16 18:14:56,TK8092,2025071000000006764088,터키항공,나고야,NGO,출발,202507161600,202507161640,출발,Passenger,I,P01,17,17,A03-C34,Slave,32Q,HL8399
2025-07-16 18:14:56,EY8471,2025071000000006764086,에티하드 항공,나고야,NGO,출발,202507161600,202507161640,출발,Passenger,I,P01,17,17,A03-C34,Slave,32Q,HL8399
2025-07-16 18:14:56,NH6966,2025071000000006764087,전일본공수,나고야,NGO,출발,202507161600,202507161640,출발,Passenger,I,P01,17,17,A03-C34,Slave,32Q,HL8399
2025-07-16 18:14:56,LJ265,2025071000000006763031,진에어,후쿠오카,FUK,출발,202507161600,202507161635,출발,Passenger,I,P03,267,267,G17-H20,Master,738,HL8016
2025-07-16 18:14:56,KE5077,2025071000000006764413,대한항공,후쿠오카,FUK,출발,202507161600,202507161635,출발,Passenger,I,P03,267,267,G17-H20,Slave,738,HL8016
2025-07-16 18:14:56,7C1121,2025071000000006762905,제주항공,도쿄/나리타,NRT,출발,202507161605,202507161700,출발,Passenger,I,P02,104,104,L13-L36,Master,738,HL8304
2025-07-16 18:14:56,H19761,2025071000000006763947,한 에어,도쿄/나리타,NRT,출발,202507161605,202507161700,출발,Passenger,I,P02,104,104,L13-L36,Slave,738,HL8304
